customer_key,customer_number,customer_name,gender,age,marital_status,country,age_group,customer_segment,last_order_date,recency,total_orders,total_sales,total_quantity,total_products,lifespan,avg_order_value,avg_monthly_spend
3864,AW00014863,Dana Carlson,Female,43,Single,United Kingdom,40-49,New,2013-03-15,153,1,32,2,2,0,32,32
3865,AW00014864,Desiree Carlson,Female,49,Single,United Kingdom,40-49,New,2013-10-08,146,1,70,3,3,0,70,70
3866,AW00014865,Austin Coleman,Male,49,Single,United Kingdom,40-49,New,2013-03-26,153,1,30,1,1,0,30,30
3867,AW00014866,Hailey Peterson,Female,44,Single,Germany,40-49,New,2013-02-07,154,1,31,3,3,0,31,31
3868,AW00014867,Lauren Richardson,Female,44,Single,Canada,40-49,New,2013-07-12,149,1,839,2,2,0,839,839
3869,AW00014868,Ariana Morgan,Female,44,Single,United States,40-49,Regular,2013-10-27,146,2,1597,5,5,25,798,63
3870,AW00014869,Jennifer Bryant,Female,44,Single,United States,40-49,New,2014-01-23,143,1,55,4,4,0,55,55
3871,AW00014870,Brandi Ortega,Female,46,Single,United States,40-49,New,2013-01-28,155,1,86,4,4,0,86,86
3872,AW00014871,Timothy Hill,Male,40,Single,Canada,40-49,New,2013-08-24,148,1,848,3,3,0,848,848
3873,AW00014872,Fernando Clark,Male,40,Married,United States,40-49,New,2013-05-27,151,1,72,2,2,0,72,72
3874,AW00014873,Fernando Long,Male,46,Married,United States,40-49,New,2013-09-12,147,1,22,1,1,0,22,22
3875,AW00014874,Nicole Sanchez,Female,44,Single,Canada,40-49,New,2013-09-08,147,1,804,2,2,0,804,804
3876,AW00014875,Alyssa Foster,Female,44,Single,Canada,40-49,New,2013-09-17,147,1,839,2,2,0,839,839
3877,AW00014876,Nathan Anderson,Male,89,Married,United States,50 and above,New,2013-05-12,151,1,13,2,2,0,13,13
3878,AW00014877,Steven Brooks,Male,53,Single,Canada,50 and above,New,2013-09-07,147,1,889,3,3,0,889,889
3879,AW00014878,Marcus Murphy,Male,54,Married,United States,50 and above,New,2013-04-21,152,1,126,4,4,0,126,126
3880,AW00014879,Andrea Richardson,Female,53,Single,United States,50 and above,Regular,2013-10-21,146,2,1612,5,5,24,806,67
3881,AW00014880,Jessica Ross,Female,67,Married,United States,50 and above,Regular,2013-06-21,150,2,1819,2,2,20,909,90
3882,AW00014881,Eric Griffin,Male,55,Married,United States,50 and above,Regular,2013-10-23,146,2,1854,3,3,23,927,80
3883,AW00014882,Kathryn Nara,Female,61,Married,United States,50 and above,Regular,2013-11-14,145,2,1854,3,3,24,927,77
3884,AW00014883,Gabrielle Barnes,Female,61,Married,United States,50 and above,Regular,2013-11-07,145,2,1828,3,3,25,914,73
3885,AW00014884,Kristi Torres,Female,67,Married,United States,50 and above,Regular,2013-10-31,146,2,1883,5,5,23,941,81
3886,AW00014885,Judith White,Female,66,Married,Canada,50 and above,New,2013-10-04,146,1,1155,2,2,0,1155,1155
3887,AW00014886,Sydney Powell,Female,60,Single,Canada,50 and above,New,2013-03-25,153,1,540,1,1,0,540,540
3888,AW00014887,Lauren Wilson,Female,66,Married,United States,50 and above,New,2013-04-07,152,1,87,4,4,0,87,87
3889,AW00014888,Jasmine Russell,Female,60,Married,United States,50 and above,Regular,2013-12-06,144,2,1897,4,4,25,948,75
3890,AW00014889,Drew Kumar,Male,54,Married,United States,50 and above,New,2013-10-07,146,1,22,1,1,0,22,22
3891,AW00014890,Wyatt Adams,Male,65,Married,United States,50 and above,New,2013-06-14,150,1,22,1,1,0,22,22
3892,AW00014891,Kyle Hayes,Male,60,Married,United States,50 and above,Regular,2013-10-14,146,2,1498,3,3,23,749,65
3893,AW00014892,Savannah Sanders,Female,65,Married,United States,50 and above,Regular,2013-10-14,146,2,1468,2,2,23,734,63
3894,AW00014893,Gabrielle Diaz,Female,65,Married,Canada,50 and above,New,2013-10-04,146,1,839,2,2,0,839,839
3895,AW00014894,James Baker,Male,64,Married,United States,50 and above,Regular,2013-10-04,146,2,1503,3,3,23,751,65
3896,AW00014895,Connor Hernandez,Male,59,Married,United States,50 and above,Regular,2013-10-09,146,2,1503,3,3,24,751,62
3897,AW00014896,Alexia Flores,Female,65,Married,United States,50 and above,Regular,2013-10-18,146,2,1588,4,4,23,794,69
3898,AW00014897,Hunter Moore,Male,64,Married,Canada,50 and above,New,2013-09-29,147,3,196,11,11,6,65,32
3899,AW00014898,Katelyn Edwards,Female,64,Married,United States,50 and above,New,2013-12-02,144,1,42,4,4,0,42,42
3900,AW00014899,Rodney Dominguez,Male,63,Married,United States,50 and above,New,2013-06-13,150,1,5,1,1,0,5,5
3901,AW00014900,Rachel Lewis,Female,63,Married,Canada,50 and above,New,2013-10-12,146,1,839,2,2,0,839,839
3902,AW00014901,Katherine Richardson,Female,58,Married,United States,50 and above,New,2013-02-10,154,1,7,2,2,0,7,7
3903,AW00014902,Arianna Diaz,Female,63,Married,United States,50 and above,Regular,2013-10-01,146,2,1538,3,3,23,769,66
3904,AW00014903,Amanda Morgan,Female,64,Married,United States,50 and above,New,2013-04-14,152,1,62,3,3,0,62,62
3905,AW00014904,Spencer Powell,Male,64,Married,Canada,50 and above,New,2013-12-01,144,3,468,12,11,5,156,93
3906,AW00014905,Ricardo Shen,Male,64,Married,United States,50 and above,New,2013-09-19,147,1,164,2,2,0,164,164
3907,AW00014906,Robert Washington,Male,63,Married,Canada,50 and above,New,2014-01-14,143,3,190,9,9,5,63,38
3908,AW00014907,Sheena Anand,Female,64,Married,United States,50 and above,New,2013-08-30,148,1,127,3,3,0,127,127
3909,AW00014908,Morgan Mitchell,Female,52,Married,United States,50 and above,New,2013-04-21,152,1,40,2,2,0,40,40
3910,AW00014909,Benjamin Bryant,Male,63,Married,United States,50 and above,New,2013-02-24,154,1,5,1,1,0,5,5
3911,AW00014910,Caitlin Murphy,Female,62,Married,Canada,50 and above,New,2013-10-27,146,1,839,2,2,0,839,839
3912,AW00014911,Shelby Watson,Female,57,Married,Canada,50 and above,New,2013-10-19,146,1,868,4,4,0,868,868
3913,AW00014912,Emma Taylor,Female,62,Married,United States,50 and above,Regular,2013-10-13,146,2,1547,4,4,24,773,64
3914,AW00014913,Chloe Roberts,Female,57,Married,United States,50 and above,Regular,2013-10-18,146,2,1533,5,5,22,766,69
3915,AW00014914,Arianna Gray,Female,51,Married,United States,50 and above,Regular,2013-10-24,146,2,1592,4,4,22,796,72
3916,AW00014915,Katherine Howard,Female,51,Married,United States,50 and above,Regular,2013-10-28,146,2,1538,3,3,22,769,69
3917,AW00014916,Paige Washington,Female,56,Single,United States,50 and above,New,2013-02-12,154,1,27,2,2,0,27,27
3918,AW00014917,Adrian Morgan,Male,56,Married,United States,50 and above,New,2013-07-08,149,1,64,3,3,0,64,64
3919,AW00014918,Mariah Howard,Female,56,Single,United States,50 and above,New,2013-08-04,148,1,13,2,2,0,13,13
3920,AW00014919,Erik Torres,Male,56,Married,United States,50 and above,New,2013-04-30,152,1,7,2,2,0,7,7
3921,AW00014920,Jason Hill,Male,55,Married,United States,50 and above,New,2013-04-19,152,1,5,1,1,0,5,5
3922,AW00014921,Sara Watson,Female,49,Single,United States,40-49,New,2013-02-20,154,1,7,2,2,0,7,7
3923,AW00014922,Paige Perry,Female,55,Single,United States,50 and above,New,2013-11-24,145,1,5,1,1,0,5,5
3924,AW00014923,Andy Blanco,Male,52,Single,France,50 and above,New,2013-10-27,146,1,15,3,3,0,15,15
3925,AW00014924,Cynthia Sai,Female,46,Married,France,40-49,New,2013-03-13,153,1,40,2,2,0,40,40
3926,AW00014925,Ashley Hughes,Female,51,Married,France,50 and above,New,2013-03-29,153,2,2722,2,2,10,1361,272
3927,AW00014926,Juan Rogers,Male,52,Married,France,50 and above,New,2013-03-14,153,2,3058,5,5,10,1529,305
3928,AW00014927,Chelsea Martinez,Female,51,Married,Germany,50 and above,Regular,2013-01-24,155,2,4190,4,4,14,2095,299
3929,AW00014928,Roy Patel,Male,52,Married,United Kingdom,50 and above,VIP,2013-10-31,146,3,6706,6,6,27,2235,248
3930,AW00014929,Peter Anand,Male,46,Married,United Kingdom,40-49,VIP,2013-11-04,145,3,6646,5,5,28,2215,237
3931,AW00014930,Cindy Sara,Female,52,Single,France,50 and above,New,2013-03-30,153,2,2722,2,2,10,1361,272
3932,AW00014931,Andres Pal,Male,51,Married,France,50 and above,VIP,2013-06-28,150,3,6981,10,10,13,2327,537
3933,AW00014932,Pedro Fernandez,Male,47,Married,France,40-49,New,2013-08-12,148,1,99,4,4,0,99,99
3934,AW00014933,Ronald Patel,Male,53,Married,Germany,50 and above,New,2014-01-26,143,1,37,3,3,0,37,37
3935,AW00014934,Jermaine Sai,Male,42,Single,United Kingdom,40-49,New,2013-11-20,145,2,178,5,5,0,89,178
3936,AW00014935,Rafael Liang,Male,53,Single,Germany,50 and above,New,2013-03-10,153,1,30,2,2,0,30,30
3937,AW00014936,Bryan Sanchez,Male,53,Single,France,50 and above,New,2013-08-15,148,1,96,5,5,0,96,96
3938,AW00014937,Brendan Xu,Male,42,Single,United Kingdom,40-49,VIP,2013-11-09,145,3,6652,5,5,28,2217,237
3939,AW00014938,Mallory Sanz,Female,54,Single,United Kingdom,50 and above,New,2013-09-28,147,2,108,3,3,6,54,18
3940,AW00014939,Cory Kapoor,Male,53,Married,Germany,50 and above,VIP,2013-06-27,150,3,8367,7,7,19,2789,440
3941,AW00014940,Carmen Rana,Female,47,Married,Germany,40-49,VIP,2013-07-16,149,3,8367,8,8,20,2789,418
3942,AW00014941,Emma Patterson,Female,53,Single,United Kingdom,50 and above,VIP,2013-11-26,145,3,6865,7,7,28,2288,245
3943,AW00014942,Whitney Madan,Female,54,Single,France,50 and above,New,2013-07-02,149,1,5,1,1,0,5,5
3944,AW00014943,Lindsay Pal,Female,48,Married,Germany,40-49,New,2013-04-06,152,1,37,3,3,0,37,37
3945,AW00014944,Sebastian Watson,Male,49,Single,France,40-49,Regular,2013-06-02,150,2,3040,4,4,12,1520,253
3946,AW00014945,Samantha Lewis,Female,49,Single,Germany,40-49,Regular,2013-01-11,155,2,4260,4,4,15,2130,284
3947,AW00014946,Frederick Vance,Male,54,Single,France,50 and above,Regular,2013-06-14,150,2,2779,4,4,12,1389,231
3948,AW00014947,Alejandro Chen,Male,49,Single,United Kingdom,40-49,VIP,2013-11-07,145,3,6658,6,6,28,2219,237
3949,AW00014948,Damien Lal,Male,55,Married,France,50 and above,Regular,2013-06-17,150,2,2787,5,5,12,1393,232
3950,AW00014949,Steve Wu,Male,55,Married,United Kingdom,50 and above,VIP,2013-12-04,144,3,6795,5,5,29,2265,234
3951,AW00014950,Maria Hernandez,Female,50,Single,United Kingdom,50 and above,VIP,2013-12-17,144,3,6709,6,6,29,2236,231
3952,AW00014951,Katie Rai,Female,55,Married,Germany,50 and above,Regular,2013-02-05,154,2,4153,3,3,15,2076,276
3953,AW00014952,Holly Srini,Female,55,Married,Germany,50 and above,Regular,2013-03-19,153,2,4153,3,3,16,2076,259
3954,AW00014953,Adrienne Gill,Female,57,Single,United Kingdom,50 and above,New,2013-03-22,153,2,203,5,5,0,101,203
3955,AW00014954,Denise Perez,Female,57,Single,France,50 and above,New,2013-07-19,149,1,71,4,4,0,71,71
3956,AW00014955,Jorge Xu,Male,57,Married,United Kingdom,50 and above,New,2013-08-16,148,2,104,3,3,1,52,104
3957,AW00014956,Krista Romero,Female,57,Single,Germany,50 and above,Regular,2013-03-18,153,2,4145,4,4,16,2072,259
3958,AW00014957,Lacey Shan,Female,51,Single,France,50 and above,Regular,2013-06-16,150,2,2808,4,4,12,1404,234
3959,AW00014958,Clayton Liang,Male,53,Married,United Kingdom,50 and above,New,2013-12-29,144,1,29,2,2,0,29,29
3960,AW00014959,Ross Patel,Male,51,Single,France,50 and above,New,2013-09-10,147,1,40,2,2,0,40,40
3961,AW00014960,Leonard Pal,Male,49,Single,France,40-49,Regular,2013-06-02,150,2,2804,4,4,12,1402,233
3962,AW00014961,Jaclyn Yang,Female,49,Married,Germany,40-49,New,2013-04-07,152,1,151,4,4,0,151,151
3963,AW00014962,Justin Jai,Male,54,Married,Germany,50 and above,New,2014-01-23,143,1,64,3,3,0,64,64
3964,AW00014963,Sydney Perry,Female,49,Married,United Kingdom,40-49,New,2013-11-09,145,1,40,2,2,0,40,40
3965,AW00014964,Damien Shen,Male,55,Married,United Kingdom,50 and above,New,2013-11-28,145,1,49,3,3,0,49,49
3966,AW00014965,Edwin Zhou,Male,50,Married,France,50 and above,Regular,2013-07-23,149,2,2754,5,5,13,1377,211
3967,AW00014966,Derrick Vazquez,Male,56,Single,France,50 and above,Regular,2013-07-22,149,2,2747,2,2,13,1373,211
3968,AW00014967,Bridget Xu,Female,56,Single,Germany,50 and above,Regular,2013-05-25,151,2,4194,4,4,18,2097,233
3969,AW00014968,Troy Patel,Male,55,Married,United Kingdom,50 and above,New,2013-07-30,149,1,49,3,3,0,49,49
3970,AW00014969,Julio Vazquez,Male,46,Single,Germany,40-49,Regular,2013-05-04,151,2,4118,2,2,17,2059,242
3971,AW00014970,Bruce Chandra,Male,43,Married,United Kingdom,40-49,New,2013-11-27,145,2,159,4,4,6,79,26
3972,AW00014971,Susan Zhu,Female,41,Married,France,40-49,New,2013-06-03,150,1,40,2,2,0,40,40
3973,AW00014972,Cristina Deng,Female,40,Single,Germany,40-49,New,2013-12-11,144,1,57,2,2,0,57,57
3974,AW00014973,Alicia Jai,Female,40,Single,Germany,40-49,New,2013-02-22,154,1,30,2,2,0,30,30
3975,AW00014974,K. Saravan,Male,41,Single,United Kingdom,40-49,New,2013-12-21,144,2,159,6,6,9,79,17
3976,AW00014975,Dalton Scott,Male,57,Married,United Kingdom,50 and above,VIP,2013-11-04,145,2,5957,6,6,28,2978,212
3977,AW00014976,Randy Hu,Male,58,Married,France,50 and above,VIP,2013-06-09,150,3,7041,5,5,12,2347,586
3978,AW00014977,Stacy Carlson,Female,42,Single,France,40-49,New,2014-01-17,143,1,30,2,2,0,30,30
3979,AW00014978,Jamie Ortega,Male,42,Single,Germany,40-49,Regular,2013-06-17,150,2,4209,6,6,18,2104,233
3980,AW00014979,Rodney Serrano,Male,42,Single,Germany,40-49,Regular,2013-06-02,150,2,4183,5,5,18,2091,232
3981,AW00014980,Michele Garcia,Female,41,Single,Germany,40-49,New,2014-01-02,143,1,57,2,2,0,57,57
3982,AW00014981,April Raji,Female,42,Single,United Kingdom,40-49,New,2013-05-23,151,2,71,4,4,0,35,71
3983,AW00014982,Kayla Hughes,Female,41,Married,United Kingdom,40-49,New,2013-04-03,152,2,153,7,7,1,76,153
3984,AW00014983,Juan Sanz,Male,41,Single,United Kingdom,40-49,New,2013-11-16,145,2,71,4,4,6,35,11
3985,AW00014984,Regina Vance,Female,41,Single,United Kingdom,40-49,VIP,2013-12-28,144,3,6699,7,7,29,2233,231
3986,AW00014985,Jaclyn Zhu,Female,43,Single,France,40-49,New,2013-03-14,153,1,30,2,2,0,30,30
3987,AW00014986,Richard Martinez,Male,43,Married,United Kingdom,40-49,New,2014-01-16,143,2,117,6,6,4,58,29
3988,AW00014987,Misty Nara,Female,43,Single,France,40-49,New,2013-06-07,150,1,25,1,1,0,25,25
3989,AW00014988,Mandy Lu,Female,45,Married,United Kingdom,40-49,New,2013-12-31,144,2,71,4,4,6,35,11
3990,AW00014989,Shawna She,Female,44,Single,France,40-49,New,2013-06-22,150,1,32,3,3,0,32,32
3991,AW00014990,Nelson Ramos,Male,44,Single,Germany,40-49,Regular,2013-06-20,150,2,4173,4,4,19,2086,219
3992,AW00014991,Edwin Zhao,Male,44,Single,United Kingdom,40-49,VIP,2013-12-09,144,3,6706,6,6,29,2235,231
3993,AW00014992,Dale Andersen,Male,107,Married,United Kingdom,50 and above,New,2014-01-05,143,2,106,5,5,4,53,26
3994,AW00014993,Sean Morgan,Male,45,Single,United Kingdom,40-49,New,2013-07-17,149,2,153,7,7,4,76,38
3995,AW00014994,Seth King,Male,44,Single,France,40-49,New,2013-05-30,151,1,30,2,2,0,30,30
3996,AW00014995,Stefanie Malhotra,Female,40,Single,France,40-49,Regular,2013-07-21,149,2,2833,4,4,13,1416,217
3997,AW00014996,Ross Gill,Male,44,Single,Germany,40-49,New,2013-06-30,150,1,22,1,1,0,22,22
3998,AW00014997,Angel Cooper,Male,45,Married,Germany,40-49,Regular,2013-07-30,149,2,4143,3,3,19,2071,218
3999,AW00014998,Robert Rodriguez,Male,46,Single,France,40-49,Regular,2013-08-07,148,2,3058,5,5,14,1529,218
4000,AW00014999,Arianna Morris,Female,47,Single,United Kingdom,40-49,New,2014-01-06,143,2,57,6,5,0,28,57
4001,AW00015000,Kelli Zhou,Female,47,Single,Germany,40-49,New,2013-02-24,154,1,46,2,2,0,46,46
4002,AW00015001,Autumn Lu,Female,47,Single,Germany,40-49,New,2013-07-19,149,1,31,2,2,0,31,31
4003,AW00015002,Jenny Lin,Female,47,Single,France,40-49,Regular,2013-08-12,148,2,2782,3,3,14,1391,198
4004,AW00015003,Dennis Yang,Male,41,Single,France,40-49,Regular,2013-08-19,148,2,3048,6,6,14,1524,217
4005,AW00015004,Suzanne Hu,Female,46,Single,France,40-49,Regular,2013-08-04,148,2,3073,5,5,14,1536,219
4006,AW00015005,Adrian Cooper,Male,41,Single,United States,40-49,Regular,2013-10-12,146,2,1503,3,3,22,751,68
4007,AW00015006,Grace Jackson,Female,41,Married,United States,40-49,Regular,2013-07-07,149,2,2994,2,2,19,1497,157
4008,AW00015007,Jaime Rubio,Female,42,Single,Canada,40-49,New,2013-11-13,145,3,210,9,9,9,70,23
4009,AW00015008,Blake Parker,Male,42,Married,Canada,40-49,New,2013-10-26,146,3,171,9,8,7,57,24
4010,AW00015009,Chloe Patterson,Female,43,Single,United States,40-49,New,2013-05-13,151,1,37,3,3,0,37,37
4011,AW00015010,Cory Suri,Male,42,Married,United States,40-49,New,2013-12-23,144,1,81,3,3,0,81,81
4012,AW00015011,Amber Mitchell,Female,42,Single,United States,40-49,New,2013-07-09,149,1,90,3,3,0,90,90
4013,AW00015012,Emma Hughes,Female,43,Married,United States,40-49,New,2013-12-20,144,1,40,2,2,0,40,40
4014,AW00015013,Julia Campbell,Female,43,Single,United States,40-49,New,2013-05-03,151,1,27,2,2,0,27,27
4015,AW00015014,Warren Liu,Male,65,Married,Australia,50 and above,New,2013-06-12,150,2,3860,6,6,9,1930,428
4016,AW00015015,Randy Liu,Male,70,Married,Australia,50 and above,New,2013-06-04,150,2,3804,3,3,8,1902,475
4017,AW00015016,Daniel Clark,Male,40,Single,United States,40-49,Regular,2013-10-09,146,2,1498,3,3,22,749,68
4018,AW00015017,Amanda Ramirez,Female,39,Single,United States,30-39,Regular,2013-01-20,155,2,1307,5,5,13,653,100
4019,AW00015018,Felicia Martin,Female,68,Married,Australia,50 and above,New,2013-02-25,154,2,112,4,4,0,56,112
4020,AW00015019,Mary Ramos,Female,69,Single,Australia,50 and above,New,2013-08-25,148,2,73,4,4,5,36,14
4021,AW00015020,Christy Ma,Female,68,Married,Australia,50 and above,New,2013-11-19,145,2,40,4,4,4,20,10
4022,AW00015021,Lucas Moore,Male,69,Married,Australia,50 and above,New,2013-11-21,145,2,39,2,2,8,19,4
4023,AW00015022,Latasha Gutierrez,Female,63,Married,Australia,50 and above,New,2013-09-06,147,2,2999,3,3,11,1499,272
4024,AW00015023,Juan Watson,Male,41,Married,United States,40-49,Regular,2013-07-26,149,2,3080,4,4,19,1540,162
4025,AW00015024,Nathan Jones,Male,56,Married,Australia,50 and above,New,2013-10-31,146,2,79,4,4,6,39,13
4026,AW00015025,Kristi Subram,Female,67,Single,Australia,50 and above,New,2013-08-30,148,2,129,6,6,0,64,129
4027,AW00015026,Felicia Diaz,Female,67,Single,Australia,50 and above,New,2013-08-11,148,2,30,2,2,4,15,7
4028,AW00015027,Tommy Jai,Male,66,Married,Australia,50 and above,New,2013-09-14,147,2,2853,4,4,11,1426,259
4029,AW00015028,Tabitha Alvarez,Female,40,Single,Australia,40-49,New,2013-06-26,150,2,3826,3,3,8,1913,478
4030,AW00015029,Alejandro Ye,Male,41,Single,Australia,40-49,New,2013-06-10,150,2,3826,3,3,8,1913,478
4031,AW00015030,Jeffery Zheng,Male,39,Married,Australia,30-39,New,2013-07-16,149,2,3786,4,4,9,1893,420
4032,AW00015031,Darryl Lin,Male,43,Married,Australia,40-49,New,2013-08-24,148,2,41,3,3,6,20,6
4033,AW00015032,Meredith Suarez,Female,44,Single,Australia,40-49,New,2013-07-28,149,2,3800,3,3,9,1900,422
4034,AW00015033,Dana Moreno,Female,44,Single,Australia,40-49,New,2013-07-31,149,2,3797,3,3,9,1898,421
4035,AW00015034,Hector Suarez,Male,40,Single,Australia,40-49,New,2013-11-24,145,2,103,5,5,8,51,12
4036,AW00015035,Jay Mehta,Male,41,Single,Australia,40-49,New,2013-08-25,148,2,3772,2,2,10,1886,377
4037,AW00015036,Derek She,Male,40,Single,Australia,40-49,New,2013-08-14,148,2,3785,3,3,10,1892,378
4038,AW00015037,Jaime Raji,Male,40,Single,Australia,40-49,New,2013-08-20,148,2,3856,5,5,10,1928,385
4039,AW00015038,Cedric Yang,Male,41,Married,Australia,40-49,New,2013-08-26,148,2,3750,2,2,10,1875,375
4040,AW00015039,Michele Xie,Female,43,Single,Australia,40-49,New,2013-09-21,147,2,79,4,4,3,39,26
4041,AW00015040,George Lopez,Male,43,Married,Australia,40-49,New,2013-08-25,148,2,3807,3,3,10,1903,380
4042,AW00015041,Michele Goel,Female,42,Married,Australia,40-49,New,2013-08-06,148,2,3826,3,3,10,1913,382
4043,AW00015042,Bryant Perez,Male,43,Single,Australia,40-49,New,2013-09-09,147,2,3807,3,3,11,1903,346
4044,AW00015043,Joel Gonzalez,Male,43,Single,Australia,40-49,New,2013-09-03,147,2,3846,4,4,11,1923,349
4045,AW00015044,Valerie Hu,Female,42,Single,Australia,40-49,New,2013-08-29,148,2,3803,5,5,10,1901,380
4046,AW00015045,Tasha Luo,Female,71,Married,France,50 and above,New,2013-07-25,149,1,49,2,2,0,49,49
4047,AW00015046,Casey Tang,Female,76,Married,United Kingdom,50 and above,VIP,2013-12-17,144,2,5943,4,4,29,2971,204
4048,AW00015047,Meghan Vazquez,Female,58,Married,United Kingdom,50 and above,VIP,2013-12-19,144,3,6669,7,6,29,2223,229
4049,AW00015048,Bonnie Yuan,Female,59,Married,United Kingdom,50 and above,VIP,2013-12-01,144,3,6690,6,6,28,2230,238
4050,AW00015049,Frank Dominguez,Male,54,Single,Germany,50 and above,New,2013-11-26,145,1,72,2,2,0,72,72
4051,AW00015050,Joshua Miller,Male,54,Single,Germany,50 and above,Regular,2013-06-30,150,2,4206,4,4,18,2103,233
4052,AW00015051,Harold McDonald,Male,60,Single,United Kingdom,50 and above,VIP,2013-11-30,145,3,6650,4,4,27,2216,246
4053,AW00015052,Kari Moreno,Female,54,Married,United Kingdom,50 and above,New,2013-11-26,145,2,44,4,3,9,22,4
4054,AW00015053,Kurt Andersen,Male,55,Single,France,50 and above,New,2013-09-17,147,1,94,3,3,0,94,94
4055,AW00015054,Roger Anand,Male,61,Single,Germany,50 and above,Regular,2013-07-08,149,2,4155,5,5,19,2077,218
4056,AW00015055,Patrick Torres,Male,60,Married,Germany,50 and above,Regular,2013-07-19,149,2,4178,3,3,20,2089,208
4057,AW00015056,Jaime Suarez,Female,61,Married,United Kingdom,50 and above,VIP,2013-12-01,144,3,6748,9,9,28,2249,241
4058,AW00015057,Regina Chandra,Female,55,Single,United Kingdom,50 and above,New,2013-10-13,146,2,115,5,5,6,57,19
4059,AW00015058,Julio Suarez,Male,55,Married,United Kingdom,50 and above,VIP,2013-12-04,144,3,6639,6,6,28,2213,237
4060,AW00015059,Lisa Zhu,Female,55,Married,United Kingdom,50 and above,VIP,2013-12-20,144,3,6793,10,9,28,2264,242
4061,AW00015060,Max Vazquez,Male,56,Single,France,50 and above,New,2013-12-29,144,1,25,1,1,0,25,25
4062,AW00015061,Margaret Ma,Female,60,Married,France,50 and above,Regular,2013-07-31,149,2,2782,3,3,13,1391,214
4063,AW00015062,Jaime Alonso,Female,59,Single,United Kingdom,50 and above,VIP,2013-12-20,144,3,6684,5,5,28,2228,238
4064,AW00015063,Kari Malhotra,Female,60,Married,Germany,50 and above,Regular,2013-08-10,148,2,4133,4,4,20,2066,206
4065,AW00015064,Erik Rubio,Male,59,Married,France,50 and above,Regular,2013-08-27,148,2,2992,3,3,14,1496,213
4066,AW00015065,Alejandro Gao,Male,44,Single,Germany,40-49,New,2013-03-02,153,1,24,2,2,0,24,24
4067,AW00015066,Diana Munoz,Female,50,Married,France,50 and above,New,2013-08-20,148,1,25,1,1,0,25,25
4068,AW00015067,Dana Alvarez,Female,50,Single,France,50 and above,Regular,2013-09-01,147,2,2804,4,4,15,1402,186
4069,AW00015068,Jessica Barnes,Female,44,Single,Germany,40-49,New,2013-05-05,151,1,81,5,5,0,81,81
4070,AW00015069,Noah Lal,Male,50,Single,Germany,50 and above,New,2013-03-03,153,1,72,4,4,0,72,72
4071,AW00015070,Alfredo Navarro,Male,51,Single,France,50 and above,Regular,2013-09-19,147,2,2771,4,4,15,1385,184
4072,AW00015071,Krista Gutierrez,Female,44,Single,France,40-49,Regular,2013-09-19,147,2,2747,2,2,15,1373,183
4073,AW00015072,Whitney Subram,Female,49,Single,France,40-49,Regular,2013-09-23,147,2,2756,3,3,15,1378,183
4074,AW00015073,Tasha Chander,Female,44,Married,Germany,40-49,Regular,2013-08-21,148,2,4143,2,2,20,2071,207
4075,AW00015074,Elizabeth Perry,Female,100,Married,Germany,50 and above,New,2014-01-19,143,1,86,2,2,0,86,86
4076,AW00015075,Alexa Kelly,Female,99,Married,United Kingdom,50 and above,New,2013-11-17,145,2,75,3,3,9,37,8
4077,AW00015076,Sheila Ramos,Female,51,Married,Germany,50 and above,New,2013-12-18,144,1,96,3,3,0,96,96
4078,AW00015077,Dominique Lopez,Female,51,Married,United Kingdom,50 and above,VIP,2013-12-19,144,3,6673,7,7,28,2224,238
4079,AW00015078,Jacob Wilson,Male,45,Single,United Kingdom,40-49,VIP,2013-12-25,144,3,6675,4,4,28,2225,238
4080,AW00015079,Jose Martin,Male,51,Married,France,50 and above,Regular,2013-09-16,147,2,2732,3,3,15,1366,182
4081,AW00015080,Evelyn Chandra,Female,39,Married,Germany,30-39,VIP,2013-07-09,149,3,8305,6,6,19,2768,437
4082,AW00015081,Daisy Munoz,Female,50,Married,United Kingdom,50 and above,VIP,2013-12-20,144,2,5900,3,3,28,2950,210
4083,AW00015082,Kelvin Lal,Male,51,Married,France,50 and above,VIP,2013-06-04,150,3,7069,8,7,12,2356,589
4084,AW00015083,Teresa Gutierrez,Female,50,Married,United Kingdom,50 and above,VIP,2013-11-29,145,2,5888,4,4,26,2944,226
4085,AW00015084,Adrienne Serrano,Female,45,Single,Germany,40-49,VIP,2013-07-27,149,3,7000,7,7,18,2333,388
4086,AW00015085,Kristin Jai,Female,51,Single,France,50 and above,VIP,2013-07-13,149,3,7229,6,6,12,2409,602
4087,AW00015086,Latasha Dominguez,Female,45,Single,France,40-49,VIP,2013-08-23,148,3,6959,9,9,13,2319,535
4088,AW00015087,Robin Sanz,Female,45,Single,United Kingdom,40-49,VIP,2013-12-27,144,2,5917,4,4,27,2958,219
4089,AW00015088,Colleen Cai,Female,45,Single,United Kingdom,40-49,VIP,2013-12-27,144,2,5896,5,5,27,2948,218
4090,AW00015089,Martin Prasad,Male,50,Married,United Kingdom,50 and above,VIP,2013-12-12,144,2,5895,3,3,27,2947,218
4091,AW00015090,Troy Mehta,Male,56,Single,Germany,50 and above,New,2013-07-23,149,1,164,2,2,0,164,164
4092,AW00015091,Jermaine Madan,Male,52,Married,Germany,50 and above,New,2013-05-06,151,1,40,2,2,0,40,40
